pdb_name,processed_path,raw_path,num_chains,quaternary_category,seq_len,modeled_seq_len,coil_percent,helix_percent,strand_percent,radius_gyration
d1k8ba_,/wynton/group/kortemme/alexjli/data/frameflow/d1k8ba_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1k8ba_.pdb,1,homomer,52,52,2.4615384615384617,4.076923076923077,3.4615384615384617,1.0747610750674264
d1jwib_,/wynton/group/kortemme/alexjli/data/frameflow/d1jwib_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1jwib_.pdb,1,homomer,123,123,0.43089430894308944,0.22764227642276422,0.34146341463414637,1.6849078110166098
d1jh6a_,/wynton/group/kortemme/alexjli/data/frameflow/d1jh6a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1jh6a_.pdb,1,homomer,181,181,0.34806629834254144,0.30386740331491713,0.34806629834254144,1.6384504598639993
d1tuka_,/wynton/group/kortemme/alexjli/data/frameflow/d1tuka_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1tuka_.pdb,1,homomer,67,67,0.3582089552238806,0.6417910447761194,0.0,1.0522311884184865
d2bm5a_,/wynton/group/kortemme/alexjli/data/frameflow/d2bm5a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2bm5a_.pdb,1,homomer,183,183,0.6065573770491803,0.08743169398907104,0.30601092896174864,1.7359352817859046
d1fnfa2,/wynton/group/kortemme/alexjli/data/frameflow/d1fnfa2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1fnfa2.pdb,1,homomer,91,91,0.4835164835164835,0.0,0.5164835164835165,1.3120358862341008
d1r30a_,/wynton/group/kortemme/alexjli/data/frameflow/d1r30a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1r30a_.pdb,1,homomer,312,312,0.4391025641025641,0.40705128205128205,0.15384615384615385,1.8663086358235381
d1tuaa1,/wynton/group/kortemme/alexjli/data/frameflow/d1tuaa1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1tuaa1.pdb,1,homomer,84,84,0.27380952380952384,0.5357142857142857,0.19047619047619047,1.2144527798534526
d1r55a1,/wynton/group/kortemme/alexjli/data/frameflow/d1r55a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1r55a1.pdb,1,homomer,202,202,0.4207920792079208,0.41089108910891087,0.16831683168316833,1.6019021553746802
d4yaga_,/wynton/group/kortemme/alexjli/data/frameflow/d4yaga_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4yaga_.pdb,1,homomer,271,271,0.3173431734317343,0.5424354243542435,0.14022140221402213,1.8108122532774917
d2fmaa1,/wynton/group/kortemme/alexjli/data/frameflow/d2fmaa1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2fmaa1.pdb,1,homomer,57,57,0.22807017543859648,0.24561403508771928,0.5263157894736842,1.124028628226473
d6rjia2,/wynton/group/kortemme/alexjli/data/frameflow/d6rjia2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d6rjia2.pdb,1,homomer,64,64,0.40625,0.046875,0.546875,1.1548188537172919
d5emia1,/wynton/group/kortemme/alexjli/data/frameflow/d5emia1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d5emia1.pdb,1,homomer,178,178,0.3595505617977528,0.4101123595505618,0.2303370786516854,1.50493658579527
d1x53a1,/wynton/group/kortemme/alexjli/data/frameflow/d1x53a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1x53a1.pdb,1,homomer,132,132,7.583333333333333,5.045454545454546,7.371212121212121,1.3782744714982809
d2p65a_,/wynton/group/kortemme/alexjli/data/frameflow/d2p65a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2p65a_.pdb,1,homomer,185,185,0.4,0.4486486486486487,0.15135135135135136,1.5872084457347562
d3rgaa2,/wynton/group/kortemme/alexjli/data/frameflow/d3rgaa2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3rgaa2.pdb,1,homomer,147,147,0.32653061224489793,0.30612244897959184,0.3673469387755102,1.549502619832008
d1y4wa2,/wynton/group/kortemme/alexjli/data/frameflow/d1y4wa2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1y4wa2.pdb,1,homomer,353,353,0.49575070821529743,0.0339943342776204,0.4702549575070821,1.9015753471012773
d1x36a_,/wynton/group/kortemme/alexjli/data/frameflow/d1x36a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1x36a_.pdb,1,homomer,198,198,0.3888888888888889,0.21717171717171718,0.3939393939393939,1.687111238745238
d2ygsa_,/wynton/group/kortemme/alexjli/data/frameflow/d2ygsa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2ygsa_.pdb,1,homomer,92,92,0.2608695652173913,0.7391304347826086,0.0,1.2046261809966354
d1a6za2,/wynton/group/kortemme/alexjli/data/frameflow/d1a6za2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1a6za2.pdb,1,homomer,178,178,0.3146067415730337,0.3595505617977528,0.3258426966292135,1.685836414919826
d1l6ra1,/wynton/group/kortemme/alexjli/data/frameflow/d1l6ra1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1l6ra1.pdb,1,homomer,224,224,0.36607142857142855,0.41964285714285715,0.21428571428571427,1.7493574126016718
d2dlua1,/wynton/group/kortemme/alexjli/data/frameflow/d2dlua1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2dlua1.pdb,1,homomer,98,98,11.387755102040817,3.010204081632653,5.6020408163265305,1.2904677454350715
d12asa_,/wynton/group/kortemme/alexjli/data/frameflow/d12asa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d12asa_.pdb,1,homomer,327,327,0.4434250764525994,0.3486238532110092,0.20795107033639143,1.9442338379193906
d1xhca2,/wynton/group/kortemme/alexjli/data/frameflow/d1xhca2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1xhca2.pdb,1,homomer,122,122,0.36065573770491804,0.3442622950819672,0.29508196721311475,1.387060885436851
d2cp5a1,/wynton/group/kortemme/alexjli/data/frameflow/d2cp5a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2cp5a1.pdb,1,homomer,128,128,15.140625,0.8203125,4.0390625,2.0806284629102696
d1i39a_,/wynton/group/kortemme/alexjli/data/frameflow/d1i39a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1i39a_.pdb,1,homomer,200,200,0.305,0.51,0.185,1.7859351225457356
d1t17a_,/wynton/group/kortemme/alexjli/data/frameflow/d1t17a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1t17a_.pdb,1,homomer,148,148,6.804054054054054,5.121621621621622,8.074324324324325,1.5493978509530792
d3tsma_,/wynton/group/kortemme/alexjli/data/frameflow/d3tsma_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3tsma_.pdb,1,homomer,261,261,0.3716475095785441,0.4521072796934866,0.17624521072796934,1.93121216582251
d1ka9h_,/wynton/group/kortemme/alexjli/data/frameflow/d1ka9h_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1ka9h_.pdb,1,homomer,195,195,0.46153846153846156,0.2512820512820513,0.28717948717948716,1.548865414231902
d1ie5a1,/wynton/group/kortemme/alexjli/data/frameflow/d1ie5a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1ie5a1.pdb,1,homomer,106,106,10.367924528301886,0.5377358490566038,9.09433962264151,1.5817318771500501
d2ba0a3,/wynton/group/kortemme/alexjli/data/frameflow/d2ba0a3.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2ba0a3.pdb,1,homomer,84,84,0.23809523809523808,0.6071428571428571,0.15476190476190477,1.2220012460123661
d1tn3a_,/wynton/group/kortemme/alexjli/data/frameflow/d1tn3a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1tn3a_.pdb,1,homomer,137,137,0.4233576642335766,0.19708029197080293,0.3795620437956204,1.3743832606411914
d1w99a3,/wynton/group/kortemme/alexjli/data/frameflow/d1w99a3.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1w99a3.pdb,1,homomer,170,170,0.4470588235294118,0.08823529411764706,0.4647058823529412,1.5963171091088886
d1xg2b1,/wynton/group/kortemme/alexjli/data/frameflow/d1xg2b1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1xg2b1.pdb,1,homomer,150,150,0.18666666666666668,0.8133333333333334,0.0,1.6224222559539185
d1yx0a1,/wynton/group/kortemme/alexjli/data/frameflow/d1yx0a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1yx0a1.pdb,1,homomer,149,149,11.288590604026846,4.724832214765101,3.9865771812080535,1.5630407306775917
d6v7ga1,/wynton/group/kortemme/alexjli/data/frameflow/d6v7ga1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d6v7ga1.pdb,1,homomer,180,180,0.4388888888888889,0.15,0.4111111111111111,1.811470744532655
d1n52a2,/wynton/group/kortemme/alexjli/data/frameflow/d1n52a2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1n52a2.pdb,1,homomer,190,190,0.3473684210526316,0.6526315789473685,0.0,1.7279324899732589
d1w8oa2,/wynton/group/kortemme/alexjli/data/frameflow/d1w8oa2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1w8oa2.pdb,1,homomer,142,142,0.47183098591549294,0.035211267605633804,0.49295774647887325,1.4263704245304807
d4m1ba_,/wynton/group/kortemme/alexjli/data/frameflow/d4m1ba_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4m1ba_.pdb,1,homomer,200,200,0.375,0.455,0.17,1.6163584749920885
d2ofka_,/wynton/group/kortemme/alexjli/data/frameflow/d2ofka_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2ofka_.pdb,1,homomer,182,182,0.4230769230769231,0.554945054945055,0.02197802197802198,1.6213951398007886
d4maka_,/wynton/group/kortemme/alexjli/data/frameflow/d4maka_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4maka_.pdb,1,homomer,73,73,0.273972602739726,0.3287671232876712,0.3972602739726027,1.1708643848855247
d2wkka_,/wynton/group/kortemme/alexjli/data/frameflow/d2wkka_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2wkka_.pdb,1,homomer,150,150,0.52,0.0,0.48,1.4428258486849928
d2ghta_,/wynton/group/kortemme/alexjli/data/frameflow/d2ghta_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2ghta_.pdb,1,homomer,180,180,0.4444444444444444,0.3,0.25555555555555554,1.6279264652082968
d2nt2a_,/wynton/group/kortemme/alexjli/data/frameflow/d2nt2a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2nt2a_.pdb,1,homomer,142,142,0.3591549295774648,0.4647887323943662,0.176056338028169,1.4061376765367024
d1bf2a3,/wynton/group/kortemme/alexjli/data/frameflow/d1bf2a3.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1bf2a3.pdb,1,homomer,475,475,0.5663157894736842,0.33052631578947367,0.1031578947368421,2.148353206625024
d2hbja1,/wynton/group/kortemme/alexjli/data/frameflow/d2hbja1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2hbja1.pdb,1,homomer,96,96,0.375,0.625,0.0,1.290629382832552
d2xaua1,/wynton/group/kortemme/alexjli/data/frameflow/d2xaua1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2xaua1.pdb,1,homomer,268,268,0.4141791044776119,0.4291044776119403,0.15671641791044777,2.162881471283446
d2fmpa3,/wynton/group/kortemme/alexjli/data/frameflow/d2fmpa3.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2fmpa3.pdb,1,homomer,187,187,0.4117647058823529,0.36363636363636365,0.22459893048128343,1.7853631808772565
d5ftaa_,/wynton/group/kortemme/alexjli/data/frameflow/d5ftaa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d5ftaa_.pdb,1,homomer,101,101,0.40594059405940597,0.42574257425742573,0.16831683168316833,1.3338062441827732
d6igga1,/wynton/group/kortemme/alexjli/data/frameflow/d6igga1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d6igga1.pdb,1,homomer,167,167,0.5568862275449101,0.12574850299401197,0.31736526946107785,1.5221312740854664
d1bvsa2,/wynton/group/kortemme/alexjli/data/frameflow/d1bvsa2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1bvsa2.pdb,1,homomer,71,71,0.352112676056338,0.647887323943662,0.0,1.0916491863731799
d2e5wa_,/wynton/group/kortemme/alexjli/data/frameflow/d2e5wa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2e5wa_.pdb,1,homomer,280,280,0.3607142857142857,0.3142857142857143,0.325,1.812049149085187
d2zjru1,/wynton/group/kortemme/alexjli/data/frameflow/d2zjru1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2zjru1.pdb,1,homomer,72,72,0.8333333333333334,0.1111111111111111,0.05555555555555555,2.0098007703669514
d1ukxa1,/wynton/group/kortemme/alexjli/data/frameflow/d1ukxa1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1ukxa1.pdb,1,homomer,123,123,9.609756097560975,7.455284552845528,2.934959349593496,1.4811928121558118
d5frda1,/wynton/group/kortemme/alexjli/data/frameflow/d5frda1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d5frda1.pdb,1,homomer,252,252,0.3492063492063492,0.4603174603174603,0.19047619047619047,1.6829723802241647
d3eu9a1,/wynton/group/kortemme/alexjli/data/frameflow/d3eu9a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3eu9a1.pdb,1,homomer,231,231,0.4805194805194805,0.5021645021645021,0.017316017316017316,2.129910585950539
d1hwla1,/wynton/group/kortemme/alexjli/data/frameflow/d1hwla1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1hwla1.pdb,1,homomer,117,117,0.3504273504273504,0.4017094017094017,0.24786324786324787,1.3621562420020605
d2gkga_,/wynton/group/kortemme/alexjli/data/frameflow/d2gkga_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2gkga_.pdb,1,homomer,122,122,0.30327868852459017,0.48360655737704916,0.21311475409836064,1.3173095443065528
d1oaia_,/wynton/group/kortemme/alexjli/data/frameflow/d1oaia_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1oaia_.pdb,1,homomer,59,59,0.3050847457627119,0.6949152542372882,0.0,1.1013582114918312
d1boua_,/wynton/group/kortemme/alexjli/data/frameflow/d1boua_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1boua_.pdb,1,homomer,132,132,0.3560606060606061,0.6439393939393939,0.0,1.6795020827527578
d2dt4a_,/wynton/group/kortemme/alexjli/data/frameflow/d2dt4a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2dt4a_.pdb,1,homomer,143,143,0.3006993006993007,0.08391608391608392,0.6153846153846154,1.6023417405114275
d1iq4a_,/wynton/group/kortemme/alexjli/data/frameflow/d1iq4a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1iq4a_.pdb,1,homomer,179,179,0.39664804469273746,0.39664804469273746,0.20670391061452514,1.791438317377133
d2zfda_,/wynton/group/kortemme/alexjli/data/frameflow/d2zfda_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2zfda_.pdb,1,homomer,183,183,0.32786885245901637,0.639344262295082,0.03278688524590164,1.783269969639086
d5mxza_,/wynton/group/kortemme/alexjli/data/frameflow/d5mxza_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d5mxza_.pdb,1,homomer,82,82,0.4634146341463415,0.4878048780487805,0.04878048780487805,1.199083542226812
d4p32a_,/wynton/group/kortemme/alexjli/data/frameflow/d4p32a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4p32a_.pdb,1,homomer,234,234,0.3504273504273504,0.3717948717948718,0.2777777777777778,1.801413610678247
d3a74a1,/wynton/group/kortemme/alexjli/data/frameflow/d3a74a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3a74a1.pdb,1,homomer,142,142,0.323943661971831,0.30985915492957744,0.36619718309859156,1.5717256503085588
d7jr8a2,/wynton/group/kortemme/alexjli/data/frameflow/d7jr8a2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d7jr8a2.pdb,1,homomer,124,124,0.33064516129032256,0.6693548387096774,0.0,1.5369153395549746
d3moya_,/wynton/group/kortemme/alexjli/data/frameflow/d3moya_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3moya_.pdb,1,homomer,258,258,0.34108527131782945,0.4883720930232558,0.17054263565891473,1.9422068084422135
d1l5aa1,/wynton/group/kortemme/alexjli/data/frameflow/d1l5aa1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1l5aa1.pdb,1,homomer,174,174,0.3620689655172414,0.42528735632183906,0.21264367816091953,1.7490874534282197
d2a0aa1,/wynton/group/kortemme/alexjli/data/frameflow/d2a0aa1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2a0aa1.pdb,1,homomer,131,131,3.8396946564885495,1.1908396946564885,4.969465648854962,1.3962280850028639
d2dofa1,/wynton/group/kortemme/alexjli/data/frameflow/d2dofa1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2dofa1.pdb,1,homomer,72,72,6.027777777777778,13.972222222222221,0.0,1.4029206827873937
d1jz8a1,/wynton/group/kortemme/alexjli/data/frameflow/d1jz8a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1jz8a1.pdb,1,homomer,114,114,0.35964912280701755,0.0,0.6403508771929824,1.54050042185932
d2a9ia_,/wynton/group/kortemme/alexjli/data/frameflow/d2a9ia_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2a9ia_.pdb,1,homomer,105,105,0.3333333333333333,0.6285714285714286,0.0380952380952381,1.3115482202042403
d1ug8a1,/wynton/group/kortemme/alexjli/data/frameflow/d1ug8a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1ug8a1.pdb,1,homomer,74,74,7.837837837837838,8.108108108108109,4.054054054054054,1.2597075849806365
d2i1ya_,/wynton/group/kortemme/alexjli/data/frameflow/d2i1ya_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2i1ya_.pdb,1,homomer,287,287,0.4355400696864111,0.37282229965156793,0.1916376306620209,1.890628470224289
d1sqja1,/wynton/group/kortemme/alexjli/data/frameflow/d1sqja1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1sqja1.pdb,1,homomer,427,427,0.5714285714285714,0.07494145199063232,0.35362997658079626,2.0733935176010077
d2diia1,/wynton/group/kortemme/alexjli/data/frameflow/d2diia1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2diia1.pdb,1,homomer,48,48,7.083333333333333,12.916666666666666,0.0,1.2154121878693356
d2q4ha2,/wynton/group/kortemme/alexjli/data/frameflow/d2q4ha2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2q4ha2.pdb,1,homomer,156,156,3.378205128205128,3.2628205128205128,1.358974358974359,1.5848285180522432
d1y9za_,/wynton/group/kortemme/alexjli/data/frameflow/d1y9za_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1y9za_.pdb,1,homomer,435,435,0.4850574712643678,0.22988505747126436,0.2850574712643678,2.1645149036451485
d3weba_,/wynton/group/kortemme/alexjli/data/frameflow/d3weba_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3weba_.pdb,1,homomer,132,132,0.4393939393939394,0.022727272727272728,0.5378787878787878,1.4720168205242834
d1ua7a1,/wynton/group/kortemme/alexjli/data/frameflow/d1ua7a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1ua7a1.pdb,1,homomer,78,78,0.44871794871794873,0.038461538461538464,0.5128205128205128,1.1406927108274534
d2q3ta_,/wynton/group/kortemme/alexjli/data/frameflow/d2q3ta_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2q3ta_.pdb,1,homomer,121,121,6.818181818181818,9.181818181818182,0.0,1.5324631767915577
d1unnc1,/wynton/group/kortemme/alexjli/data/frameflow/d1unnc1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1unnc1.pdb,1,homomer,109,109,0.3302752293577982,0.3394495412844037,0.3302752293577982,1.6745244937175074
d3zdsa_,/wynton/group/kortemme/alexjli/data/frameflow/d3zdsa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3zdsa_.pdb,1,homomer,425,425,0.5458823529411765,0.08941176470588236,0.36470588235294116,2.3076543944066925
d1t8ka_,/wynton/group/kortemme/alexjli/data/frameflow/d1t8ka_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1t8ka_.pdb,1,homomer,77,77,0.38961038961038963,0.5844155844155844,0.025974025974025976,1.145151121729025
d1f5ma_,/wynton/group/kortemme/alexjli/data/frameflow/d1f5ma_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1f5ma_.pdb,1,homomer,176,176,0.3693181818181818,0.38636363636363635,0.24431818181818182,1.5598648868088916
d1itva_,/wynton/group/kortemme/alexjli/data/frameflow/d1itva_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1itva_.pdb,1,homomer,195,195,0.46153846153846156,0.09230769230769231,0.4461538461538462,1.6309369661175839
d3e8ma_,/wynton/group/kortemme/alexjli/data/frameflow/d3e8ma_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3e8ma_.pdb,1,homomer,164,164,0.4817073170731707,0.38414634146341464,0.13414634146341464,1.553917072508518
d4hn1a1,/wynton/group/kortemme/alexjli/data/frameflow/d4hn1a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4hn1a1.pdb,1,homomer,196,196,0.4744897959183674,0.16326530612244897,0.3622448979591837,1.66892056322526
d4lnoa1,/wynton/group/kortemme/alexjli/data/frameflow/d4lnoa1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4lnoa1.pdb,1,homomer,103,103,0.3300970873786408,0.2524271844660194,0.4174757281553398,1.434066453803701
d3bn3b1,/wynton/group/kortemme/alexjli/data/frameflow/d3bn3b1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3bn3b1.pdb,1,homomer,87,87,0.3218390804597701,0.0,0.6781609195402298,1.3949500076303711
d1f2qa2,/wynton/group/kortemme/alexjli/data/frameflow/d1f2qa2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1f2qa2.pdb,1,homomer,89,89,0.39325842696629215,0.06741573033707865,0.5393258426966292,1.4031249725229065
d4hbqa1,/wynton/group/kortemme/alexjli/data/frameflow/d4hbqa1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4hbqa1.pdb,1,homomer,90,90,0.4111111111111111,0.03333333333333333,0.5555555555555556,1.326099284011145
d2xvma1,/wynton/group/kortemme/alexjli/data/frameflow/d2xvma1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2xvma1.pdb,1,homomer,197,197,0.39086294416243655,0.29441624365482233,0.3147208121827411,1.6588835002106903
d2a73a4,/wynton/group/kortemme/alexjli/data/frameflow/d2a73a4.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2a73a4.pdb,1,homomer,98,98,0.5918367346938775,0.0,0.40816326530612246,1.396630056189141
d4hcha2,/wynton/group/kortemme/alexjli/data/frameflow/d4hcha2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4hcha2.pdb,1,homomer,256,256,0.4609375,0.37109375,0.16796875,1.8364322783904719
d4jrra1,/wynton/group/kortemme/alexjli/data/frameflow/d4jrra1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4jrra1.pdb,1,homomer,184,184,0.32608695652173914,0.5434782608695652,0.13043478260869565,1.6516814102086839
d4cz5a_,/wynton/group/kortemme/alexjli/data/frameflow/d4cz5a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4cz5a_.pdb,1,homomer,29,29,0.4482758620689655,0.5517241379310345,0.0,1.118412289507259
d2erfa_,/wynton/group/kortemme/alexjli/data/frameflow/d2erfa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2erfa_.pdb,1,homomer,209,209,0.40669856459330145,0.1674641148325359,0.4258373205741627,1.5905238209585928
d2vv5a1,/wynton/group/kortemme/alexjli/data/frameflow/d2vv5a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2vv5a1.pdb,1,homomer,67,67,0.417910447761194,0.2537313432835821,0.3283582089552239,1.0974095734564326
d1fx3a_,/wynton/group/kortemme/alexjli/data/frameflow/d1fx3a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1fx3a_.pdb,1,homomer,143,143,0.32867132867132864,0.34265734265734266,0.32867132867132864,1.7607643767103935
d3tvqa_,/wynton/group/kortemme/alexjli/data/frameflow/d3tvqa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3tvqa_.pdb,1,homomer,152,152,0.24342105263157895,0.3157894736842105,0.4407894736842105,1.531281110926491
d2cdqa3,/wynton/group/kortemme/alexjli/data/frameflow/d2cdqa3.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2cdqa3.pdb,1,homomer,75,75,0.3333333333333333,0.4533333333333333,0.21333333333333335,1.2897932978276114
d1p4ua_,/wynton/group/kortemme/alexjli/data/frameflow/d1p4ua_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1p4ua_.pdb,1,homomer,145,145,0.4896551724137931,0.041379310344827586,0.4689655172413793,1.5575532509262173
d4oeca_,/wynton/group/kortemme/alexjli/data/frameflow/d4oeca_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4oeca_.pdb,1,homomer,248,248,0.38306451612903225,0.41935483870967744,0.1975806451612903,1.7583730656396832
d2hjqa2,/wynton/group/kortemme/alexjli/data/frameflow/d2hjqa2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2hjqa2.pdb,1,homomer,49,49,7.6938775510204085,3.306122448979592,9.0,1.054878642746419
d1jvra_,/wynton/group/kortemme/alexjli/data/frameflow/d1jvra_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1jvra_.pdb,1,homomer,137,137,14.547445255474452,5.452554744525547,0.0,3.039117633016154
d1pbya1,/wynton/group/kortemme/alexjli/data/frameflow/d1pbya1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1pbya1.pdb,1,homomer,85,85,0.4,0.5764705882352941,0.023529411764705882,1.4068284681494285
d1ug3a2,/wynton/group/kortemme/alexjli/data/frameflow/d1ug3a2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1ug3a2.pdb,1,homomer,127,127,0.25196850393700787,0.7165354330708661,0.031496062992125984,1.4309875384483062
d2daya1,/wynton/group/kortemme/alexjli/data/frameflow/d2daya1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2daya1.pdb,1,homomer,115,115,8.695652173913043,6.860869565217391,4.443478260869565,1.4792187654410542
d1bs0a_,/wynton/group/kortemme/alexjli/data/frameflow/d1bs0a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1bs0a_.pdb,1,homomer,383,383,0.391644908616188,0.4386422976501306,0.16971279373368145,2.177557403586359
d1ftra2,/wynton/group/kortemme/alexjli/data/frameflow/d1ftra2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1ftra2.pdb,1,homomer,148,148,0.5067567567567568,0.2702702702702703,0.22297297297297297,1.7888221740861594
d6y77a2,/wynton/group/kortemme/alexjli/data/frameflow/d6y77a2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d6y77a2.pdb,1,homomer,131,131,0.4351145038167939,0.11450381679389313,0.45038167938931295,1.4376024374467327
d1l5ja2,/wynton/group/kortemme/alexjli/data/frameflow/d1l5ja2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1l5ja2.pdb,1,homomer,212,212,0.3915094339622642,0.32547169811320753,0.2830188679245283,1.8172010088114654
d1ntya1,/wynton/group/kortemme/alexjli/data/frameflow/d1ntya1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1ntya1.pdb,1,homomer,184,184,0.24456521739130435,0.7554347826086957,0.0,1.8120849960411736
