pdb_name,processed_path,raw_path,oligomeric_count,oligomeric_detail,num_chains,quaternary_category,seq_len,modeled_seq_len,coil_percent,helix_percent,strand_percent,radius_gyration
AF-A0A819UQ48-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A819UQ48-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A819UQ48-F1-model_v4.cif,,,1,homomer,106,106,0.5,0.33962264150943394,0.16037735849056603,1.354349162801892
AF-A0A838DH58-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A838DH58-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A838DH58-F1-model_v4.cif,,,1,homomer,126,126,0.3333333333333333,0.3968253968253968,0.2698412698412698,1.4991100897968102
AF-A0A843SSF4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A843SSF4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A843SSF4-F1-model_v4.cif,,,1,homomer,76,76,0.42105263157894735,0.35526315789473684,0.2236842105263158,1.2440563475522335
AF-A0A845US56-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A845US56-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A845US56-F1-model_v4.cif,,,1,homomer,117,117,0.36752136752136755,0.24786324786324787,0.38461538461538464,1.4263546980977004
AF-A0A839PDQ6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A839PDQ6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A839PDQ6-F1-model_v4.cif,,,1,homomer,125,125,0.36,0.552,0.088,1.511705727246815
AF-A0A847AX64-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A847AX64-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A847AX64-F1-model_v4.cif,,,1,homomer,68,68,0.3382352941176471,0.38235294117647056,0.27941176470588236,1.158728951810077
AF-A0A800AIK8-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A800AIK8-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A800AIK8-F1-model_v4.cif,,,1,homomer,116,116,0.4051724137931034,0.49137931034482757,0.10344827586206896,1.4673939883681615
AF-A0A849ZLT6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A849ZLT6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A849ZLT6-F1-model_v4.cif,,,1,homomer,94,94,0.3829787234042553,0.2553191489361702,0.3617021276595745,1.1988834029117947
AF-A0A835G6J2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A835G6J2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A835G6J2-F1-model_v4.cif,,,1,homomer,110,110,0.3181818181818182,0.6181818181818182,0.06363636363636363,1.4526215494282675
AF-A0A833H147-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A833H147-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A833H147-F1-model_v4.cif,,,1,homomer,125,125,0.392,0.328,0.28,1.452011079002925
AF-A0A833A299-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A833A299-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A833A299-F1-model_v4.cif,,,1,homomer,69,69,0.2753623188405797,0.7246376811594203,0.0,1.1399239899860325
AF-A0A838UJL8-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A838UJL8-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A838UJL8-F1-model_v4.cif,,,1,homomer,112,112,0.39285714285714285,0.16071428571428573,0.44642857142857145,1.390883548028404
AF-A0A843J1L5-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A843J1L5-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A843J1L5-F1-model_v4.cif,,,1,homomer,52,52,0.3269230769230769,0.6730769230769231,0.0,1.026924335212706
AF-A0A858NAG6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A858NAG6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A858NAG6-F1-model_v4.cif,,,1,homomer,99,99,0.42424242424242425,0.41414141414141414,0.16161616161616163,1.360529690374315
AF-A0A822HWK9-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A822HWK9-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A822HWK9-F1-model_v4.cif,,,1,homomer,78,78,0.3717948717948718,0.0,0.6282051282051282,1.2319452960850614
AF-A0A841VFG4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A841VFG4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A841VFG4-F1-model_v4.cif,,,1,homomer,126,126,0.36507936507936506,0.5238095238095238,0.1111111111111111,1.428586853292196
AF-A0A842HBW2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A842HBW2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A842HBW2-F1-model_v4.cif,,,1,homomer,89,89,0.33707865168539325,0.550561797752809,0.11235955056179775,1.253436465740387
AF-A0A832FT83-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A832FT83-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A832FT83-F1-model_v4.cif,,,1,homomer,89,89,0.47191011235955055,0.3258426966292135,0.20224719101123595,1.3080821688481237
AF-A0A8A9AS04-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A8A9AS04-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A8A9AS04-F1-model_v4.cif,,,1,homomer,83,83,0.42168674698795183,0.39759036144578314,0.18072289156626506,1.2976687098897761
AF-A0A839QJA4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A839QJA4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A839QJA4-F1-model_v4.cif,,,1,homomer,67,67,0.34328358208955223,0.373134328358209,0.2835820895522388,1.159011235575411
AF-A0A836LW07-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A836LW07-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A836LW07-F1-model_v4.cif,,,1,homomer,119,119,0.3445378151260504,0.35294117647058826,0.3025210084033613,1.4612741487546228
AF-A0A817RYF8-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A817RYF8-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A817RYF8-F1-model_v4.cif,,,1,homomer,47,47,0.2127659574468085,0.7872340425531915,0.0,1.0343051650274853
AF-A0A844GVJ0-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A844GVJ0-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A844GVJ0-F1-model_v4.cif,,,1,homomer,118,118,0.4491525423728814,0.5,0.05084745762711865,1.4477279618214765
AF-A0A837HMF1-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A837HMF1-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A837HMF1-F1-model_v4.cif,,,1,homomer,116,116,0.43103448275862066,0.31896551724137934,0.25,1.466468083226184
AF-A0A848ZHM2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A848ZHM2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A848ZHM2-F1-model_v4.cif,,,1,homomer,88,88,0.4318181818181818,0.4659090909090909,0.10227272727272728,1.280903563586647
AF-A0A819E9B7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A819E9B7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A819E9B7-F1-model_v4.cif,,,1,homomer,98,98,0.3163265306122449,0.6836734693877551,0.0,1.3671114701002336
AF-A0A839UM60-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a8/AF-A0A839UM60-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A8/AF-A0A839UM60-F1-model_v4.cif,,,1,homomer,115,115,0.3391304347826087,0.4260869565217391,0.23478260869565218,1.318906680776128
AF-A0A0A0J802-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0A0J802-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0A0J802-F1-model_v4.cif,,,1,homomer,108,108,0.23148148148148148,0.7685185185185185,0.0,1.322734929691284
AF-A0A0F9BVN7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0F9BVN7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0F9BVN7-F1-model_v4.cif,,,1,homomer,81,81,0.2962962962962963,0.1728395061728395,0.5308641975308642,1.234019595599574
AF-A0A0R2CTE2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0R2CTE2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0R2CTE2-F1-model_v4.cif,,,1,homomer,110,110,0.2909090909090909,0.7090909090909091,0.0,1.3435685603703393
AF-A0A094IVR2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A094IVR2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A094IVR2-F1-model_v4.cif,,,1,homomer,87,87,0.20689655172413793,0.7931034482758621,0.0,1.3212757900983214
AF-A0A0F9IKZ6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0F9IKZ6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0F9IKZ6-F1-model_v4.cif,,,1,homomer,99,99,0.3333333333333333,0.6666666666666666,0.0,1.3492987317501421
AF-A0A0C2H5S7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0C2H5S7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0C2H5S7-F1-model_v4.cif,,,1,homomer,86,86,0.38372093023255816,0.5930232558139535,0.023255813953488372,1.285787299631679
AF-A0A0R2VF22-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0R2VF22-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0R2VF22-F1-model_v4.cif,,,1,homomer,124,124,0.4032258064516129,0.21774193548387097,0.3790322580645161,1.4167692532878906
AF-A0A0M2STN3-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0M2STN3-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0M2STN3-F1-model_v4.cif,,,1,homomer,84,84,0.36904761904761907,0.2976190476190476,0.3333333333333333,1.2586201279402194
AF-A0A0W7YQN6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0W7YQN6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0W7YQN6-F1-model_v4.cif,,,1,homomer,96,96,0.2708333333333333,0.3854166666666667,0.34375,1.3560070722881472
AF-A0A0A7GBN4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0A7GBN4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0A7GBN4-F1-model_v4.cif,,,1,homomer,69,69,0.2608695652173913,0.5942028985507246,0.14492753623188406,1.1350204477531227
AF-A0A094Z0Q9-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A094Z0Q9-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A094Z0Q9-F1-model_v4.cif,,,1,homomer,59,59,0.3898305084745763,0.1864406779661017,0.423728813559322,1.0730429912586825
AF-A0A0Q9T983-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0Q9T983-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0Q9T983-F1-model_v4.cif,,,1,homomer,118,118,0.4152542372881356,0.4322033898305085,0.15254237288135594,1.4491284380912834
AF-A0A0K2QWP1-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0K2QWP1-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0K2QWP1-F1-model_v4.cif,,,1,homomer,111,111,0.4144144144144144,0.26126126126126126,0.32432432432432434,1.3681422348190617
AF-A0A0X8X1G0-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0X8X1G0-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0X8X1G0-F1-model_v4.cif,,,1,homomer,108,108,0.3055555555555556,0.3611111111111111,0.3333333333333333,1.4080756205755567
AF-A0A016SJ02-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A016SJ02-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A016SJ02-F1-model_v4.cif,,,1,homomer,89,89,0.4606741573033708,0.42696629213483145,0.11235955056179775,1.3027791378235443
AF-A0A0R2D1J9-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0R2D1J9-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0R2D1J9-F1-model_v4.cif,,,1,homomer,53,53,0.4528301886792453,0.5471698113207547,0.0,1.0656990479660413
AF-A0A0F9T3K2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0F9T3K2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0F9T3K2-F1-model_v4.cif,,,1,homomer,106,106,0.4056603773584906,0.5,0.09433962264150944,1.3238933382302074
AF-A0A0W1IE51-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0W1IE51-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0W1IE51-F1-model_v4.cif,,,1,homomer,108,108,0.3148148148148148,0.4444444444444444,0.24074074074074073,1.4068566944068734
AF-A0A0R0BYC7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0R0BYC7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0R0BYC7-F1-model_v4.cif,,,1,homomer,103,103,0.33980582524271846,0.3883495145631068,0.27184466019417475,1.3218343863134825
AF-A0A0A7ELK3-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0A7ELK3-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0A7ELK3-F1-model_v4.cif,,,1,homomer,107,107,0.35514018691588783,0.27102803738317754,0.37383177570093457,1.3385057327445617
AF-A0A0F9ZTW9-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0F9ZTW9-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0F9ZTW9-F1-model_v4.cif,,,1,homomer,101,101,0.42574257425742573,0.1782178217821782,0.39603960396039606,1.3199739323856106
AF-A0A085WV53-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A085WV53-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A085WV53-F1-model_v4.cif,,,1,homomer,116,116,0.3103448275862069,0.6637931034482759,0.02586206896551724,1.3528868727319547
AF-A0A0G0DWU6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0G0DWU6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0G0DWU6-F1-model_v4.cif,,,1,homomer,117,117,0.358974358974359,0.11965811965811966,0.5213675213675214,1.4588653655582235
AF-A0A0G0XP60-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0G0XP60-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0G0XP60-F1-model_v4.cif,,,1,homomer,96,96,0.4479166666666667,0.3333333333333333,0.21875,1.3867527114177054
AF-A0A0M0FDP8-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0M0FDP8-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0M0FDP8-F1-model_v4.cif,,,1,homomer,95,95,0.3894736842105263,0.2631578947368421,0.3473684210526316,1.2633956705873892
AF-A0A0U5GZT0-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0U5GZT0-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0U5GZT0-F1-model_v4.cif,,,1,homomer,68,68,0.3382352941176471,0.23529411764705882,0.4264705882352941,1.1832589482614657
AF-A0A0F9VVZ2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0F9VVZ2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0F9VVZ2-F1-model_v4.cif,,,1,homomer,77,77,0.4805194805194805,0.23376623376623376,0.2857142857142857,1.2030664737044272
AF-A0A0P9N847-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0P9N847-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0P9N847-F1-model_v4.cif,,,1,homomer,65,65,0.35384615384615387,0.46153846153846156,0.18461538461538463,1.1364751942989992
AF-A0A0D0LDP2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0D0LDP2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0D0LDP2-F1-model_v4.cif,,,1,homomer,123,123,0.37398373983739835,0.3902439024390244,0.23577235772357724,1.368710928905361
AF-A0A0F8DFH9-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0F8DFH9-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0F8DFH9-F1-model_v4.cif,,,1,homomer,77,77,0.33766233766233766,0.6103896103896104,0.05194805194805195,1.1889694328646487
AF-A0A0F9IW88-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0F9IW88-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0F9IW88-F1-model_v4.cif,,,1,homomer,104,104,0.3076923076923077,0.11538461538461539,0.5769230769230769,1.375842525966968
AF-A0A0F9PIP4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0F9PIP4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0F9PIP4-F1-model_v4.cif,,,1,homomer,65,65,0.47692307692307695,0.2153846153846154,0.3076923076923077,1.0653284160344785
AF-A0A0D7PDQ1-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0D7PDQ1-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0D7PDQ1-F1-model_v4.cif,,,1,homomer,89,89,0.42696629213483145,0.0,0.5730337078651685,1.2497588220226754
AF-A0A0M3JH40-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0M3JH40-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0M3JH40-F1-model_v4.cif,,,1,homomer,112,112,0.44642857142857145,0.5535714285714286,0.0,1.4268985505048843
AF-A0A0M0SM61-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0M0SM61-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0M0SM61-F1-model_v4.cif,,,1,homomer,89,89,0.3707865168539326,0.11235955056179775,0.5168539325842697,1.2288806361238283
AF-A0A098LH95-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A098LH95-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A098LH95-F1-model_v4.cif,,,1,homomer,127,127,0.4094488188976378,0.48031496062992124,0.11023622047244094,1.452542899424946
AF-A0A0B4CZA6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0B4CZA6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0B4CZA6-F1-model_v4.cif,,,1,homomer,110,110,0.42727272727272725,0.37272727272727274,0.2,1.3859829936720305
AF-A0A0M8T581-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0M8T581-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0M8T581-F1-model_v4.cif,,,1,homomer,75,75,0.37333333333333335,0.37333333333333335,0.25333333333333335,1.1881182347881747
AF-A0A090SCS8-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A090SCS8-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A090SCS8-F1-model_v4.cif,,,1,homomer,83,83,0.42168674698795183,0.39759036144578314,0.18072289156626506,1.271234449942324
AF-A0A0D1PI09-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0D1PI09-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0D1PI09-F1-model_v4.cif,,,1,homomer,103,103,0.30097087378640774,0.5631067961165048,0.13592233009708737,1.4193508240790498
AF-A0A076HNT0-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A076HNT0-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A076HNT0-F1-model_v4.cif,,,1,homomer,77,77,0.37662337662337664,0.5064935064935064,0.11688311688311688,1.1416706407500217
AF-A0A0N1EJJ5-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0N1EJJ5-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0N1EJJ5-F1-model_v4.cif,,,1,homomer,127,127,0.36220472440944884,0.4015748031496063,0.23622047244094488,1.393562907321702
AF-A0A0S8BAZ4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0S8BAZ4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0S8BAZ4-F1-model_v4.cif,,,1,homomer,121,121,0.3884297520661157,0.2066115702479339,0.4049586776859504,1.3514912504523142
AF-A0A0B8PTG6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0B8PTG6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0B8PTG6-F1-model_v4.cif,,,1,homomer,110,110,0.39090909090909093,0.37272727272727274,0.23636363636363636,1.3245615668960757
AF-A0A0S6VYP8-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0S6VYP8-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0S6VYP8-F1-model_v4.cif,,,1,homomer,90,90,0.2222222222222222,0.7777777777777778,0.0,1.2538514901954558
AF-A0A0L7R3J3-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0L7R3J3-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0L7R3J3-F1-model_v4.cif,,,1,homomer,73,73,0.273972602739726,0.726027397260274,0.0,1.1622849396384123
AF-A0A0T5P890-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A0T5P890-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A0T5P890-F1-model_v4.cif,,,1,homomer,68,68,0.29411764705882354,0.7058823529411765,0.0,1.171936975610516
AF-A0A016TI84-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a0/AF-A0A016TI84-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A0/AF-A0A016TI84-F1-model_v4.cif,,,1,homomer,99,99,0.24242424242424243,0.3838383838383838,0.37373737373737376,1.3182434672687224
