,pdb_name,processed_path,raw_path,oligomeric_count,oligomeric_detail,resolution,structure_method,num_chains,quaternary_category,seq_len,modeled_seq_len,coil_percent,helix_percent,strand_percent,radius_gyration,cluster
361,AF-A0A6C0TX89-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6C0TX89-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6C0TX89-F1-model_v4.cif,,,,,1,homomer,122,122,0.4508196721311475,0.3114754098360656,0.2377049180327868,1.397772896958841,915538
362,AF-A0A6A4Q4R9-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6A4Q4R9-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6A4Q4R9-F1-model_v4.cif,,,,,1,homomer,92,92,0.3478260869565217,0.6304347826086957,0.0217391304347826,1.3218711025289982,915539
363,AF-A0A6N9P791-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N9P791-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N9P791-F1-model_v4.cif,,,,,1,homomer,96,96,0.4479166666666667,0.15625,0.3958333333333333,1.313659617297088,915540
364,AF-A0A6B1QJ47-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6B1QJ47-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6B1QJ47-F1-model_v4.cif,,,,,1,homomer,65,65,0.4153846153846154,0.2615384615384615,0.3230769230769231,1.1953237850705445,915541
365,AF-A0A6A7M2F5-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6A7M2F5-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6A7M2F5-F1-model_v4.cif,,,,,1,homomer,113,113,0.168141592920354,0.831858407079646,0.0,1.449635689381325,915542
366,AF-A0A661F1J1-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A661F1J1-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A661F1J1-F1-model_v4.cif,,,,,1,homomer,121,121,0.2975206611570248,0.5206611570247934,0.1818181818181818,1.4190336535319723,915543
367,AF-A0A6S6U271-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6S6U271-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6S6U271-F1-model_v4.cif,,,,,1,homomer,93,93,0.3763440860215054,0.3333333333333333,0.2903225806451613,1.3719744414491628,915544
368,AF-A0A6G9XUB2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6G9XUB2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6G9XUB2-F1-model_v4.cif,,,,,1,homomer,104,104,0.173076923076923,0.8269230769230769,0.0,1.4218022417355538,915545
369,AF-A0A6A1V2S7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6A1V2S7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6A1V2S7-F1-model_v4.cif,,,,,1,homomer,94,94,0.3829787234042553,0.5106382978723404,0.1063829787234042,1.3382335817877775,915546
370,AF-A0A6B0SNJ1-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6B0SNJ1-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6B0SNJ1-F1-model_v4.cif,,,,,1,homomer,92,92,0.1521739130434782,0.8478260869565217,0.0,1.3164896874572969,915547
371,AF-A0A6G3VJP6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6G3VJP6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6G3VJP6-F1-model_v4.cif,,,,,1,homomer,87,87,0.425287356321839,0.4137931034482758,0.160919540229885,1.2376383964612143,915548
372,AF-A0A661NA85-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A661NA85-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A661NA85-F1-model_v4.cif,,,,,1,homomer,95,95,0.3368421052631579,0.6631578947368421,0.0,1.3221816441834096,915549
373,AF-A0A6N7A1E7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N7A1E7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N7A1E7-F1-model_v4.cif,,,,,1,homomer,91,91,0.2637362637362637,0.7362637362637363,0.0,1.2805640605718516,915550
374,AF-A0A662S299-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A662S299-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A662S299-F1-model_v4.cif,,,,,1,homomer,101,101,0.3168316831683168,0.2277227722772277,0.4554455445544554,1.3759471215036092,915551
375,AF-A0A6G3VU72-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6G3VU72-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6G3VU72-F1-model_v4.cif,,,,,1,homomer,90,90,0.4111111111111111,0.3666666666666666,0.2222222222222222,1.2941252472055451,915552
376,AF-A0A6G2IKW9-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6G2IKW9-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6G2IKW9-F1-model_v4.cif,,,,,1,homomer,119,119,0.226890756302521,0.773109243697479,0.0,1.425607456011943,915553
377,AF-A0A6M6JIZ8-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6M6JIZ8-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6M6JIZ8-F1-model_v4.cif,,,,,1,homomer,83,83,0.253012048192771,0.7469879518072289,0.0,1.252724805192117,915554
378,AF-A0A6A1W5N9-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6A1W5N9-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6A1W5N9-F1-model_v4.cif,,,,,1,homomer,118,118,0.4491525423728814,0.288135593220339,0.2627118644067797,1.44169914299603,915555
379,AF-A0A6N7ZQC2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N7ZQC2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N7ZQC2-F1-model_v4.cif,,,,,1,homomer,100,100,0.35,0.31,0.34,1.3330765407855687,915556
380,AF-A0A6N0NRM6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N0NRM6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N0NRM6-F1-model_v4.cif,,,,,1,homomer,69,69,0.3768115942028985,0.3043478260869565,0.3188405797101449,1.103044000257524,915557
381,AF-A0A6N6R697-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N6R697-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N6R697-F1-model_v4.cif,,,,,1,homomer,79,79,0.4430379746835443,0.2531645569620253,0.3037974683544304,1.2088773194185902,915558
382,AF-A0A6P0J1K6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6P0J1K6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6P0J1K6-F1-model_v4.cif,,,,,1,homomer,82,82,0.3414634146341463,0.4512195121951219,0.2073170731707317,1.2630064249523871,915559
383,AF-A0A6N6N140-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N6N140-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N6N140-F1-model_v4.cif,,,,,1,homomer,93,93,0.3440860215053763,0.4408602150537634,0.2150537634408602,1.2772166983163686,915560
384,AF-A0A6C0J3R6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6C0J3R6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6C0J3R6-F1-model_v4.cif,,,,,1,homomer,115,115,0.4347826086956521,0.0,0.5652173913043478,1.3436890719620174,915561
385,AF-A0A6F8ZZX3-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6F8ZZX3-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6F8ZZX3-F1-model_v4.cif,,,,,1,homomer,75,75,0.28,0.6933333333333334,0.0266666666666666,1.122442852828656,915562
386,AF-A0A6B4JP87-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6B4JP87-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6B4JP87-F1-model_v4.cif,,,,,1,homomer,98,98,0.3469387755102041,0.1326530612244898,0.5204081632653061,1.302662373209161,915563
387,AF-A0A6M5YVE0-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6M5YVE0-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6M5YVE0-F1-model_v4.cif,,,,,1,homomer,70,70,0.4857142857142857,0.0,0.5142857142857142,1.152075258764218,915564
388,AF-A0A6A8AGP4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6A8AGP4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6A8AGP4-F1-model_v4.cif,,,,,1,homomer,120,120,0.3083333333333333,0.3,0.3916666666666666,1.403086759574252,915565
389,AF-A0A6M1CU49-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6M1CU49-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6M1CU49-F1-model_v4.cif,,,,,1,homomer,97,97,0.3505154639175257,0.2577319587628865,0.3917525773195876,1.3120341760518406,915566
390,AF-A0A6B1NMJ6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6B1NMJ6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6B1NMJ6-F1-model_v4.cif,,,,,1,homomer,84,84,0.3928571428571428,0.5714285714285714,0.0357142857142857,1.186730269261547,915567
391,AF-A0A6M3M5R3-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6M3M5R3-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6M3M5R3-F1-model_v4.cif,,,,,1,homomer,127,127,0.2755905511811024,0.7244094488188977,0.0,1.4716238480816728,915568
392,AF-A0A6I2R9U7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6I2R9U7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6I2R9U7-F1-model_v4.cif,,,,,1,homomer,86,86,0.3023255813953488,0.6162790697674418,0.0813953488372093,1.2268810024227514,915569
393,AF-A0A6S6SXL6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6S6SXL6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6S6SXL6-F1-model_v4.cif,,,,,1,homomer,108,108,0.3703703703703703,0.6111111111111112,0.0185185185185185,1.3106090890029167,915570
394,AF-A0A6P0GMN3-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6P0GMN3-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6P0GMN3-F1-model_v4.cif,,,,,1,homomer,89,89,0.3932584269662921,0.3146067415730337,0.2921348314606741,1.2625325041123865,915571
395,AF-A0A6M0JUJ1-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6M0JUJ1-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6M0JUJ1-F1-model_v4.cif,,,,,1,homomer,123,123,0.3983739837398374,0.048780487804878,0.5528455284552846,1.482520438086114,915572
396,AF-A0A6A9QFE6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6A9QFE6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6A9QFE6-F1-model_v4.cif,,,,,1,homomer,102,102,0.284313725490196,0.2941176470588235,0.4215686274509804,1.3425273144725909,915573
397,AF-A0A6A3BIT7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6A3BIT7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6A3BIT7-F1-model_v4.cif,,,,,1,homomer,121,121,0.3471074380165289,0.3223140495867768,0.3305785123966942,1.5162654846642292,915574
398,AF-A0A6L6GZU7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6L6GZU7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6L6GZU7-F1-model_v4.cif,,,,,1,homomer,61,61,0.2622950819672131,0.7377049180327869,0.0,1.0966325641226409,915575
399,AF-A0A6G3VIW2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6G3VIW2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6G3VIW2-F1-model_v4.cif,,,,,1,homomer,56,56,0.2142857142857142,0.7857142857142857,0.0,1.0283250629614258,915576
400,AF-A0A6H1ZGI1-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6H1ZGI1-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6H1ZGI1-F1-model_v4.cif,,,,,1,homomer,69,69,0.3768115942028985,0.5507246376811594,0.072463768115942,1.206329002659928,915577
401,AF-A0A6D0ZI94-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6D0ZI94-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6D0ZI94-F1-model_v4.cif,,,,,1,homomer,72,72,0.375,0.4722222222222222,0.1527777777777778,1.1652579594616443,915578
402,AF-A0A6J7J3U9-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6J7J3U9-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6J7J3U9-F1-model_v4.cif,,,,,1,homomer,105,105,0.4476190476190476,0.5333333333333333,0.019047619047619,1.2961372630605064,915579
403,AF-A0A6G2LVS3-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6G2LVS3-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6G2LVS3-F1-model_v4.cif,,,,,1,homomer,121,121,0.1818181818181818,0.8181818181818182,0.0,1.478764201855083,915580
404,AF-A0A650CTD6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A650CTD6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A650CTD6-F1-model_v4.cif,,,,,1,homomer,84,84,0.238095238095238,0.3095238095238095,0.4523809523809524,1.2163901633926568,915581
405,AF-A0A6A0QY22-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6A0QY22-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6A0QY22-F1-model_v4.cif,,,,,1,homomer,88,88,0.3181818181818182,0.6818181818181818,0.0,1.2786405166504704,915582
406,AF-A0A6B2LS12-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6B2LS12-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6B2LS12-F1-model_v4.cif,,,,,1,homomer,100,100,0.45,0.06,0.49,1.3833289155369863,915583
407,AF-A0A6V8CIP3-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6V8CIP3-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6V8CIP3-F1-model_v4.cif,,,,,1,homomer,71,71,0.380281690140845,0.2676056338028169,0.352112676056338,1.1445183581586047,915584
408,AF-A0A6L4ZKQ0-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6L4ZKQ0-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6L4ZKQ0-F1-model_v4.cif,,,,,1,homomer,119,119,0.3277310924369748,0.3277310924369748,0.3445378151260504,1.4513284730741003,915585
409,AF-A0A660ZQR8-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A660ZQR8-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A660ZQR8-F1-model_v4.cif,,,,,1,homomer,120,120,0.4166666666666667,0.4416666666666666,0.1416666666666666,1.4754385978294902,915586
410,AF-A0A6J1WUC4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6J1WUC4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6J1WUC4-F1-model_v4.cif,,,,,1,homomer,90,90,0.4333333333333333,0.0,0.5666666666666667,1.301912175484867,915587
411,AF-A0A6G6WGR7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6G6WGR7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6G6WGR7-F1-model_v4.cif,,,,,1,homomer,106,106,0.3018867924528302,0.1886792452830188,0.5094339622641509,1.3881067393054471,915588
412,AF-A0A6B0SRR5-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6B0SRR5-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6B0SRR5-F1-model_v4.cif,,,,,1,homomer,98,98,0.336734693877551,0.0714285714285714,0.5918367346938775,1.3351321242860383,915589
413,AF-A0A662NU61-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A662NU61-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A662NU61-F1-model_v4.cif,,,,,1,homomer,110,110,0.1818181818181818,0.8181818181818182,0.0,1.4921262125890855,915590
414,AF-A0A6G8FIE1-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6G8FIE1-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6G8FIE1-F1-model_v4.cif,,,,,1,homomer,96,96,0.4166666666666667,0.40625,0.1770833333333333,1.287041349090903,915591
415,AF-A0A6F8ZGA5-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6F8ZGA5-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6F8ZGA5-F1-model_v4.cif,,,,,1,homomer,82,82,0.3292682926829268,0.6707317073170732,0.0,1.2336197866747214,915592
416,AF-A0A6J4Q8P8-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6J4Q8P8-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6J4Q8P8-F1-model_v4.cif,,,,,1,homomer,100,100,0.49,0.36,0.15,1.390495732039552,915593
417,AF-A0A6S7AEY5-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6S7AEY5-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6S7AEY5-F1-model_v4.cif,,,,,1,homomer,100,100,0.48,0.0,0.52,1.2482602591355707,915594
418,AF-A0A661FHY6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A661FHY6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A661FHY6-F1-model_v4.cif,,,,,1,homomer,120,120,0.45,0.2166666666666666,0.3333333333333333,1.4007313936352113,915595
419,AF-A0A6N7GJU7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N7GJU7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N7GJU7-F1-model_v4.cif,,,,,1,homomer,87,87,0.4712643678160919,0.4827586206896552,0.0459770114942528,1.2593830318289116,915596
420,AF-A0A660R3Z4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A660R3Z4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A660R3Z4-F1-model_v4.cif,,,,,1,homomer,122,122,0.2295081967213114,0.7540983606557377,0.0163934426229508,1.5246408406398346,915597
421,AF-A0A656YAD6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A656YAD6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A656YAD6-F1-model_v4.cif,,,,,1,homomer,86,86,0.1511627906976744,0.8488372093023255,0.0,1.238341262786708,915598
422,AF-A0A6L7HYR6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6L7HYR6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6L7HYR6-F1-model_v4.cif,,,,,1,homomer,76,76,0.2894736842105263,0.7105263157894737,0.0,1.1783036744014672,915599
423,AF-A0A661H4Q4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A661H4Q4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A661H4Q4-F1-model_v4.cif,,,,,1,homomer,104,104,0.3653846153846153,0.5865384615384616,0.048076923076923,1.3041884703848323,915600
424,AF-A0A6N6X2N7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N6X2N7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N6X2N7-F1-model_v4.cif,,,,,1,homomer,126,126,0.365079365079365,0.4126984126984127,0.2222222222222222,1.4449892682408754,915601
425,AF-A0A6N9H5B5-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N9H5B5-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N9H5B5-F1-model_v4.cif,,,,,1,homomer,62,62,0.4354838709677419,0.2741935483870967,0.2903225806451613,1.0487918342424123,915602
426,AF-A0A661F810-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A661F810-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A661F810-F1-model_v4.cif,,,,,1,homomer,66,66,0.2878787878787879,0.7121212121212122,0.0,1.128353766866659,915603
427,AF-A0A6N0KMU7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N0KMU7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N0KMU7-F1-model_v4.cif,,,,,1,homomer,87,87,0.1839080459770115,0.8160919540229885,0.0,1.2572540352544728,915604
428,AF-A0A673FM30-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A673FM30-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A673FM30-F1-model_v4.cif,,,,,1,homomer,92,92,0.2282608695652173,0.7717391304347826,0.0,1.3142101980864629,915605
429,AF-A0A661STS3-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A661STS3-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A661STS3-F1-model_v4.cif,,,,,1,homomer,106,106,0.3867924528301887,0.3679245283018867,0.2452830188679245,1.3317514159262092,915606
430,AF-A0A6N8C369-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N8C369-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N8C369-F1-model_v4.cif,,,,,1,homomer,91,91,0.4065934065934066,0.2087912087912088,0.3846153846153846,1.3012412830779434,915607
431,AF-A0A6C0BJ64-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6C0BJ64-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6C0BJ64-F1-model_v4.cif,,,,,1,homomer,83,83,0.1927710843373494,0.8072289156626506,0.0,1.2067052466109658,915608
